loan_id,customer_name,branch_code,loan_type,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,emi_paid_count,status,overdue_days
HFL202400237,Customer_237,PUN02,HOME_LOAN,2024-06-21,1798051.95,10.58,120,24342.63,60,OPEN,0
HFL202300238,Customer_238,BLR04,TOP_UP,2023-11-04,4330443.82,9.22,240,39576.94,142,OVERDUE,144
HFL202300239,Customer_239,MUM01,HOME_LOAN,2023-09-06,1498479.53,10.15,60,31948.97,53,OVERDUE,95
HFL202400240,Customer_240,CHN05,HOME_LOAN,2024-01-22,3466258.03,11.51,60,76249.45,35,OPEN,0
HFL202500241,Customer_241,PUN02,TOP_UP,2025-06-09,4563054.29,10.02,60,96996.33,7,OPEN,0
HFL202400242,Customer_242,PUN02,LAP,2024-05-05,4597874.09,11.98,120,65912.99,99,OPEN,0
HFL202400243,Customer_243,BLR04,LAP,2024-06-30,3348990.3,10.04,180,36070.42,120,OPEN,0
HFL202400244,Customer_244,MUM01,TOP_UP,2024-01-15,1770733.49,8.73,120,22172.98,119,CLOSED,0
HFL202400245,Customer_245,PUN02,TOP_UP,2024-03-03,1687403.75,9.48,120,21816.12,83,OPEN,0
HFL202500246,Customer_246,HYD06,HOME_LOAN,2025-02-20,4161482.12,13.33,240,49736.51,43,OPEN,0
HFL202400247,Customer_247,MUM01,HOME_LOAN,2024-05-15,1165024.53,12.95,60,26478.08,42,OPEN,0
HFL202400248,Customer_248,MUM01,LAP,2024-02-27,946210.19,11.65,60,20880.95,29,CLOSED,0
HFL202400249,Customer_249,mum01,LAP,2024-10-15,,11.58,240,36807.96,141,CLOSED,0
HFL202400250,Customer_250,HYD06,HOME_LOAN,2024-06-26,3694305.79,11.18,180,42407.87,45,OPEN,0
HFL202400251,Customer_251,BLR04,LAP,2024-06-20,999818.18,9.46,180,10416.23,103,OVERDUE,69
HFL202400252,Customer_252,HYD06,LAP,2024-12-14,1361529.09,11.92,60,30231.45,5,CLOSED,0
HFL202400253,Customer_253,BLR04,TOP_UP,2024-07-19,2537223.97,11.68,120,35933.99,42,OPEN,0
HFL202300254,Customer_254,HYD06,LAP,2023-04-08,4505518.7,13.1,120,67538.24,60,OPEN,0
HFL202300255,Customer_255,del03,TOP_UP,2023-03-18,3516815.09,9.9,60,74549.0,13,OPEN,0
HFL202500256,Customer_256,CHN05,LAP,2025-04-20,3649743.58,10.49,60,78429.15,53,OPEN,0
HFL202400257,Customer_257,HYD06,TOP_UP,2024-07-07,1859130.25,12.28,120,26974.91,64,CLOSED,0
HFL202300258,Customer_258,CHN05,LAP,2023-02-24,759123.2,9.66,60,16002.42,25,OPEN,0
HFL202300259,Customer_259,BLR04,TOP_UP,2023-10-07,3982676.25,10.75,120,54299.28,87,OPEN,0
HFL202300260,Customer_260,MUM01,TOP_UP,2023-03-29,3929186.8,9.98,120,51880.99,48,CLOSED,0
HFL202300261,Customer_261,DEL03,LAP,2023-06-07,3776379.86,10.08,60,80385.64,48,OPEN,0
HFL202300262,Customer_262,MUM01,TOP_UP,2023-03-31,1180741.38,10.74,240,11979.25,23,OPEN,0
HFL202300263,Customer_263,MUM01,HOME_LOAN,2023-11-29,4359475.43,8.56,240,37998.25,143,OPEN,0
HFL202300264,Customer_264,BLR04,LAP,2023-06-23,3520985.16,9.35,180,36448.97,42,OPEN,0
HFL202300265,Customer_265,BLR04,LAP,2023-11-03,2575887.18,8.88,180,25942.8,50,OVERDUE,161
HFL202300266,Customer_266,BLR04,TOP_UP,2023-11-08,331806.64,10.48,240,3308.23,208,OVERDUE,85
HFL202300267,Customer_267,PUN02,LAP,2023-05-20,1712045.84,11.52,120,24090.18,40,OPEN,0
HFL202400268,Customer_268,DEL03,LAP,2024-10-10,2607734.37,11.38,120,36484.76,50,OPEN,0
HFL202400269,Customer_269,chn05,LAP,2024-07-31,1239060.23,13.49,120,18860.32,93,CLOSED,0
HFL202300270,Customer_270,HYD06,LAP,2023-08-03,2360738.29,9.96,60,50112.26,40,OVERDUE,105
HFL202400271,Customer_271,CHN05,TOP_UP,2024-11-05,1024473.2,10.62,240,10310.85,102,OPEN,0
HFL202500272,Customer_272,CHN05,HOME_LOAN,2025-06-09,3551031.67,11.22,180,40852.83,21,CLOSED,0
HFL202400273,Customer_273,HYD06,LAP,2024-11-04,3424061.27,9.33,60,71627.53,25,CLOSED,0
HFL202400274,Customer_274,CHN05,TOP_UP,2024-03-16,797939.39,8.99,120,10103.64,88,OPEN,0
HFL202400275,Customer_275,MUM01,LAP,2024-01-19,2138330.59,12.36,120,31125.48,37,OPEN,0
HFL202300276,Customer_276,DEL03,TOP_UP,2023-03-29,845525.89,13.2,120,12724.55,26,OPEN,0
HFL202400277,Customer_277,DEL03,HOME_LOAN,2024-05-02,758828.25,12.11,240,8413.62,181,OPEN,0
HFL202300278,Customer_278,CHN05,LAP,2023-12-18,3345458.61,11.89,120,47785.12,20,OVERDUE,63
HFL202400279,Customer_279,HYD06,TOP_UP,2024-04-18,1389721.07,10.53,120,18775.55,3,OPEN,0
HFL202300280,Customer_280,PUN02,HOME_LOAN,2023-07-22,2413002.55,10.65,60,52044.32,45,CLOSED,0
HFL202500281,Customer_281,MUM01,TOP_UP,2025-03-29,4398302.85,9.43,180,45742.57,125,OPEN,0
HFL202300282,Customer_282,BLR04,TOP_UP,2023-11-17,3105762.9,11.56,60,68397.41,52,OPEN,0
HFL202300283,Customer_283,PUN02,LAP,2023-11-01,4617808.13,11.45,120,64792.25,23,OPEN,0
HFL202400284,Customer_284,BLR04,TOP_UP,2024-06-07,2125777.37,11.48,240,22640.63,177,OPEN,0
HFL202300285,Customer_285,BLR04,LAP,2023-06-27,2908089.11,10.95,120,39976.67,110,OPEN,0
HFL202400286,Customer_286,BLR04,LAP,2024-05-11,941713.16,12.58,240,10752.34,215,OPEN,0
HFL202300287,Customer_287,DEL03,HOME_LOAN,2023-03-26,2957369.66,12.48,120,43254.31,36,OPEN,0
HFL202400288,Customer_288,DEL03,LAP,2024-08-02,3789835.78,12.33,60,84936.16,52,CLOSED,0
HFL202500289,Customer_289,MUM01,HOME_LOAN,2025-02-13,495569.45,12.09,120,7135.79,83,WRITTEN_OFF,0
HFL202300290,Customer_290,MUM01,HOME_LOAN,2023-02-03,2413742.01,10.24,60,51570.39,15,OPEN,0
HFL202400291,Customer_291,PUN02,HOME_LOAN,2024-08-25,3538927.86,12.81,240,40983.14,208,OPEN,0
HFL202400292,Customer_292,HYD06,LAP,2024-08-06,1948832.75,9.91,120,25656.94,73,OPEN,0
HFL202400293,Customer_293,BLR04,TOP_UP,2024-06-10,4931795.02,11.9,60,109456.0,17,OPEN,0
HFL202500294,Customer_294,BLR04,TOP_UP,2025-06-05,923647.02,9.23,180,9495.04,147,OVERDUE,174
HFL202400295,Customer_295,HYD06,LAP,2024-02-29,2063309.94,8.88,60,42710.85,59,OPEN,0
HFL202400296,Customer_296,BLR04,LAP,2024-05-14,1838259.62,8.51,60,37723.57,44,CLOSED,0
HFL202500297,Customer_297,DEL03,LAP,2025-03-25,2811794.98,9.59,240,26375.09,72,OVERDUE,127
HFL202300298,Customer_298,MUM01,HOME_LOAN,2023-05-14,2960867.92,10.93,180,33523.1,117,OVERDUE,13
HFL202500299,Customer_299,HYD06,TOP_UP,2025-05-28,1042522.52,10.78,240,10605.15,225,OPEN,0
HFL202500300,Customer_300,DEL03,HOME_LOAN,2025-06-14,4683810.14,9.87,180,49960.61,166,OPEN,0
HFL202400301,Customer_301,MUM01,HOME_LOAN,2024-10-02,1735893.45,12.0,120,24905.03,0,OPEN,0
HFL202300302,Customer_302,HYD06,LAP,2023-05-16,3090293.64,11.1,240,32108.23,30,OPEN,0
HFL202400303,Customer_303,DEL03,LAP,2024-05-04,632893.04,10.42,60,13578.27,8,OPEN,0
HFL202500304,Customer_304,chn05,HOME_LOAN,2025-02-10,4410137.29,11.71,120,62535.53,83,OPEN,0
HFL202500305,Customer_305,BLR04,HOME_LOAN,2025-01-09,1301360.62,12.24,240,14547.44,22,CLOSED,0
HFL202300306,Customer_306,PUN02,HOME_LOAN,2023-05-07,3070997.41,10.42,240,30495.37,165,OPEN,0
HFL202400307,Customer_307,DEL03,TOP_UP,2024-09-07,3120036.98,11.54,60,68680.42,38,OVERDUE,169
HFL202400308,Customer_308,MUM01,TOP_UP,2024-02-06,1689047.64,8.77,120,21186.46,81,OPEN,0
HFL202300309,Customer_309,CHN05,TOP_UP,2023-01-13,4938347.9,13.17,120,74230.83,69,OPEN,0
HFL202400310,Customer_310,MUM01,HOME_LOAN,2024-04-27,4785929.02,12.35,60,107308.75,2,CLOSED,0
HFL202400311,Customer_311,BLR04,TOP_UP,2024-02-12,2681069.84,11.64,240,28850.79,137,OPEN,0
HFL202300312,Customer_312,PUN02,TOP_UP,2023-10-12,692906.25,8.9,120,8739.99,50,WRITTEN_OFF,0
HFL202500313,Customer_313,HYD06,HOME_LOAN,2025-05-04,3354245.81,11.72,180,39654.34,61,CLOSED,0
HFL202400314,Customer_314,HYD06,HOME_LOAN,2024-03-20,,11.56,60,18612.23,11,OPEN,0
HFL202300315,Customer_315,HYD06,HOME_LOAN,2023-05-21,3597048.17,9.32,180,37171.56,95,OPEN,0
HFL202500316,Customer_316,BLR04,LAP,2025-06-13,1563193.09,12.93,60,35511.46,4,OPEN,0
HFL202400317,Customer_317,CHN05,LAP,2024-08-13,3249404.31,10.98,180,36891.83,40,OPEN,0
HFL202400318,Customer_318,MUM01,LAP,2024-08-10,3468366.03,9.08,60,72132.31,30,OPEN,0
HFL202300319,Customer_319,HYD06,HOME_LOAN,2023-06-03,1141116.39,13.3,60,26139.49,26,CLOSED,0
HFL202400320,Customer_320,MUM01,HOME_LOAN,2024-03-02,4604517.39,10.1,60,98059.1,57,CLOSED,0
HFL202500321,Customer_321,BLR04,LAP,2025-04-03,2724138.41,8.73,240,24038.75,198,OPEN,0
HFL202400322,Customer_322,DEL03,LAP,2024-07-20,2446707.03,10.34,180,26803.69,62,CLOSED,0
HFL202400323,Customer_323,blr04,LAP,2024-05-20,4989599.45,12.38,120,72686.6,69,OPEN,0
HFL202400324,Customer_324,BLR04,LAP,2024-12-11,4422833.49,13.25,60,101199.98,46,CLOSED,0
HFL202400325,Customer_325,PUN02,HOME_LOAN,2024-06-26,4920643.99,10.6,60,106007.75,5,WRITTEN_OFF,0
HFL202500326,Customer_326,HYD06,TOP_UP,2025-05-15,2742868.33,12.0,180,32919.03,24,OPEN,0
HFL202500327,Customer_327,PUN02,LAP,2025-04-19,2153451.06,11.46,60,47316.77,16,OPEN,0
HFL202400328,Customer_328,PUN02,HOME_LOAN,2024-02-07,3593410.35,12.18,180,43543.97,51,OPEN,0
HFL202400329,Customer_329,BLR04,HOME_LOAN,2024-08-21,812172.32,9.03,240,7323.0,91,OPEN,0
HFL202400330,Customer_330,HYD06,HOME_LOAN,2024-04-19,1545537.26,9.1,120,19661.95,5,OVERDUE,78
HFL202300331,Customer_331,MUM01,HOME_LOAN,2023-12-02,997121.85,12.06,180,12005.66,66,OPEN,0
HFL202400332,Customer_332,MUM01,HOME_LOAN,2024-02-19,,11.28,120,60147.75,17,OPEN,0
HFL202500333,Customer_333,HYD06,HOME_LOAN,2025-04-30,3970511.97,9.61,120,51616.88,82,OVERDUE,96
HFL202300334,Customer_334,HYD06,HOME_LOAN,2023-09-23,4611914.33,8.87,60,95445.04,8,OPEN,0
HFL202500335,Customer_335,CHN05,LAP,2025-04-29,4101769.88,9.11,240,37195.37,185,OPEN,0
HFL202400336,Customer_336,DEL03,HOME_LOAN,2024-01-27,3511100.71,9.36,120,45164.09,19,OVERDUE,71
HFL202400337,Customer_337,MUM01,HOME_LOAN,2024-09-23,1455188.46,9.98,240,14023.61,98,OVERDUE,123
HFL202400338,Customer_338,HYD06,LAP,2024-10-20,4457866.83,11.13,60,97214.09,34,WRITTEN_OFF,0
HFL202400339,Customer_339,CHN05,LAP,2024-08-02,2661248.3,10.44,120,35820.2,114,OPEN,0
HFL202400340,Customer_340,MUM01,LAP,2024-04-28,2788331.77,12.33,120,40538.18,30,WRITTEN_OFF,0
HFL202500341,Customer_341,BLR04,HOME_LOAN,2025-03-21,4611119.57,8.78,120,57864.12,107,CLOSED,0
HFL202400342,Customer_342,HYD06,TOP_UP,2024-08-29,1794620.53,12.19,180,21758.32,145,OVERDUE,8
HFL202300343,Customer_343,PUN02,HOME_LOAN,2023-07-12,4232475.15,12.55,240,48236.13,23,OPEN,0
HFL202300344,Customer_344,PUN02,LAP,2023-08-13,393661.55,10.89,180,4447.19,45,OVERDUE,52
HFL202300345,Customer_345,MUM01,TOP_UP,2023-06-01,3057063.12,13.09,60,69698.51,60,OVERDUE,94
HFL202300346,Customer_346,BLR04,TOP_UP,2023-04-14,1881837.03,10.11,120,24983.38,62,CLOSED,0
HFL202400347,Customer_347,CHN05,LAP,2024-12-25,4853091.61,11.97,180,58151.62,96,OPEN,0
HFL202300348,Customer_348,MUM01,TOP_UP,2023-10-29,898537.31,12.14,240,9981.51,81,OVERDUE,146
HFL202400349,Customer_349,PUN02,HOME_LOAN,2024-08-02,789318.1,10.98,180,8961.45,81,CLOSED,0
HFL202300350,Customer_350,DEL03,HOME_LOAN,2023-04-01,4161810.49,11.85,180,49547.8,177,OPEN,0
HFL202500351,Customer_351,BLR04,LAP,2025-03-16,807762.63,8.51,240,7015.07,226,OPEN,0
HFL202400352,Customer_352,CHN05,HOME_LOAN,2024-01-23,1950786.5,10.38,240,19319.27,175,CLOSED,0
HFL202300353,Customer_353,MUM01,LAP,2023-03-17,4056214.46,8.67,60,83552.19,10,OPEN,0
HFL202300354,Customer_354,CHN05,HOME_LOAN,2023-03-18,2871117.42,12.99,60,65312.05,45,OPEN,0
HFL202400355,Customer_355,DEL03,LAP,2024-10-31,1075486.82,12.95,120,16026.47,24,OPEN,0
HFL202500356,Customer_356,MUM01,TOP_UP,2025-01-09,4650195.92,11.2,180,53439.46,146,OPEN,0
HFL202300357,Customer_357,HYD06,HOME_LOAN,2023-06-07,556172.8,8.52,60,11416.1,30,OPEN,0
HFL202300358,Customer_358,MUM01,LAP,2023-07-31,1102911.3,9.96,60,23411.9,25,OPEN,0
HFL202400359,Customer_359,BLR04,HOME_LOAN,2024-11-07,1545520.67,11.71,240,16706.09,114,OPEN,0
HFL202400360,Customer_360,HYD06,TOP_UP,2024-04-21,1537983.81,12.69,60,34750.28,5,OPEN,0
HFL202400361,Customer_361,BLR04,TOP_UP,2024-07-08,2245737.27,12.28,120,32584.35,53,CLOSED,0
HFL202400362,Customer_362,HYD06,TOP_UP,2024-05-01,2991757.17,9.68,180,31566.43,146,OPEN,0
HFL202400363,Customer_363,PUN02,HOME_LOAN,2024-11-24,4918947.39,9.24,240,45019.13,206,OPEN,0
HFL202400364,Customer_364,HYD06,LAP,2024-03-09,668332.05,11.92,120,9557.74,76,WRITTEN_OFF,0
HFL202500365,Customer_365,CHN05,TOP_UP,2025-01-14,4596617.5,8.84,240,40885.15,70,CLOSED,0
HFL202500366,Customer_366,PUN02,TOP_UP,2025-06-13,358109.85,12.0,240,3943.1,150,OPEN,0
HFL202300367,Customer_367,CHN05,LAP,2023-04-13,4647162.38,11.31,60,101760.5,56,CLOSED,0
HFL202400368,Customer_368,BLR04,TOP_UP,2024-11-01,2582248.52,11.54,60,56842.25,38,OPEN,0
HFL202300369,Customer_369,BLR04,LAP,2023-02-09,2160225.9,12.89,120,32114.49,114,OPEN,0
HFL202500370,Customer_370,MUM01,HOME_LOAN,2025-04-17,4030164.68,10.05,240,39025.56,58,OVERDUE,176
HFL202500371,Customer_371,CHN05,LAP,2025-01-31,2382619.88,12.63,180,29568.18,48,CLOSED,0
HFL202500372,Customer_372,PUN02,LAP,2025-04-23,2213700.7,10.92,180,25049.76,129,OVERDUE,132
HFL202500373,Customer_373,PUN02,HOME_LOAN,2025-05-21,2764145.22,11.34,120,38610.03,31,OPEN,0
HFL202400374,Customer_374,HYD06,HOME_LOAN,2024-01-05,3611779.54,9.87,240,34543.94,174,OPEN,0
HFL202400375,Customer_375,DEL03,LAP,2024-05-15,3092004.89,9.39,240,28599.8,214,CLOSED,0
HFL202400376,Customer_376,CHN05,HOME_LOAN,2024-12-06,724842.03,8.64,60,14920.2,13,OPEN,0
HFL202400377,Customer_377,MUM01,TOP_UP,2024-11-24,1271635.63,11.76,60,28132.85,8,OVERDUE,175
HFL202500378,Customer_378,HYD06,LAP,2025-03-31,339779.52,9.76,180,3601.56,108,CLOSED,0
HFL202400379,Customer_379,MUM01,LAP,2024-04-15,1484393.93,10.83,240,15150.38,169,CLOSED,0
HFL202400380,Customer_380,DEL03,LAP,2024-08-31,3162535.49,9.99,60,67178.97,40,OPEN,0
HFL202300381,Customer_381,CHN05,TOP_UP,2023-09-25,3383762.14,13.26,180,43393.3,14,OPEN,0
HFL202300382,Customer_382,DEL03,LAP,2023-11-24,3499552.03,12.11,240,38801.79,103,WRITTEN_OFF,0
HFL202400383,Customer_383,HYD06,TOP_UP,2024-08-20,3627924.11,11.36,120,50716.81,68,OPEN,0
HFL202400384,Customer_384,PUN02,HOME_LOAN,2024-11-18,1984936.52,10.0,120,26231.08,60,OVERDUE,143
HFL202500385,Customer_385,HYD06,HOME_LOAN,2025-01-12,4099216.18,12.31,120,59548.78,45,OVERDUE,86
HFL202300386,Customer_386,DEL03,LAP,2023-11-11,2276221.07,12.93,180,28694.95,30,OPEN,0
HFL202400387,Customer_387,PUN02,TOP_UP,2024-10-11,3042800.71,13.22,60,69576.23,55,OPEN,0
HFL202300388,Customer_388,PUN02,LAP,2023-11-02,2241604.09,12.85,120,33271.53,72,OPEN,0
HFL202500389,Customer_389,PUN02,HOME_LOAN,2025-06-02,3663641.74,12.39,240,41340.36,14,OPEN,0
HFL202300390,Customer_390,MUM01,TOP_UP,2023-08-03,3877608.42,9.34,120,49836.25,55,OPEN,0
HFL202400391,Customer_391,HYD06,LAP,2024-03-15,4837040.85,10.42,60,103775.28,0,OPEN,0
HFL202400392,Customer_392,DEL03,LAP,2024-06-27,1195710.54,11.88,120,17072.13,13,OPEN,0
HFL202300393,Customer_393,HYD06,LAP,2023-11-10,1084994.88,12.62,180,13457.65,134,OVERDUE,117
HFL202400394,Customer_394,PUN02,LAP,2024-12-04,,10.21,240,48740.48,232,OPEN,0
HFL202300395,Customer_395,PUN02,TOP_UP,2023-08-18,3717693.49,9.16,60,77462.21,45,CLOSED,0
HFL202400396,Customer_396,MUM01,HOME_LOAN,2024-01-20,4419757.45,9.78,60,93429.07,41,CLOSED,0
HFL202300397,Customer_397,PUN02,TOP_UP,2023-04-29,,10.4,180,24829.4,175,OPEN,0
HFL202400398,Customer_398,HYD06,TOP_UP,2024-03-06,3409823.51,11.81,180,40507.73,26,CLOSED,0
HFL202300399,Customer_399,PUN02,TOP_UP,2023-05-01,1628721.81,12.42,240,18412.79,212,OPEN,0
HFL202400400,Customer_400,PUN02,LAP,2024-01-02,3606152.73,9.98,60,76584.61,30,OPEN,0
HFL202300401,Customer_401,MUM01,TOP_UP,2023-01-14,3456675.72,13.03,240,40571.47,19,OPEN,0
HFL202300402,Customer_402,MUM01,HOME_LOAN,2023-09-20,3328382.92,10.78,180,37371.77,44,OPEN,0
HFL202400403,Customer_403,mum01,TOP_UP,2024-01-04,4067501.68,10.06,60,86542.52,8,OPEN,0
HFL202300404,Customer_404,DEL03,HOME_LOAN,2023-12-03,1980378.8,10.69,180,22124.93,46,OVERDUE,24
HFL202400405,Customer_405,HYD06,HOME_LOAN,2024-04-12,1577615.53,10.43,240,15676.49,42,CLOSED,0
HFL202500406,Customer_406,CHN05,TOP_UP,2025-01-13,575638.06,13.21,120,8666.34,72,OPEN,0
HFL202400407,Customer_407,BLR04,LAP,2024-09-17,2084828.66,10.29,60,44594.52,7,OVERDUE,34
HFL202300408,Customer_408,HYD06,TOP_UP,2023-03-06,1529580.48,10.07,120,20272.86,66,WRITTEN_OFF,0
HFL202400409,Customer_409,HYD06,HOME_LOAN,2024-09-25,747638.05,11.81,120,10644.48,49,OPEN,0
HFL202400410,Customer_410,PUN02,LAP,2024-07-25,4492690.84,11.56,60,98941.37,30,CLOSED,0
HFL202300411,Customer_411,MUM01,TOP_UP,2023-03-18,3831721.0,10.1,180,41410.6,140,WRITTEN_OFF,0
HFL202500412,Customer_412,BLR04,LAP,2025-04-16,1404500.0,10.8,240,14306.41,30,OPEN,0
HFL202300413,Customer_413,CHN05,TOP_UP,2023-01-19,782423.61,10.56,60,16840.6,56,OVERDUE,155
HFL202400414,Customer_414,BLR04,TOP_UP,2024-11-01,3455929.54,13.25,180,44295.91,158,OVERDUE,58
HFL202400415,Customer_415,pun02,TOP_UP,2024-11-03,2007484.37,10.76,60,43407.68,22,CLOSED,0
HFL202300416,Customer_416,PUN02,TOP_UP,2023-10-26,2874145.73,10.37,60,61591.67,52,OPEN,0
HFL202400417,Customer_417,BLR04,HOME_LOAN,2024-02-24,802719.08,11.55,120,11308.84,105,OPEN,0
HFL202300418,Customer_418,BLR04,TOP_UP,2023-04-21,3858601.91,8.73,60,79593.55,37,CLOSED,0
HFL202400419,Customer_419,CHN05,HOME_LOAN,2024-05-25,320386.85,12.18,240,3568.02,233,OVERDUE,124
HFL202300420,Customer_420,CHN05,LAP,2023-06-27,3733324.91,9.14,240,33926.57,129,CLOSED,0
HFL202400421,Customer_421,DEL03,HOME_LOAN,2024-09-15,4604778.14,12.31,180,56186.76,115,OPEN,0
HFL202400422,Customer_422,DEL03,TOP_UP,2024-09-08,3590067.14,12.24,180,43642.71,141,OVERDUE,141
HFL202300423,Customer_423,HYD06,TOP_UP,2023-08-03,3233587.67,9.95,180,34649.45,45,OVERDUE,34
HFL202400424,Customer_424,CHN05,TOP_UP,2024-10-14,1815192.57,9.08,180,18497.38,170,CLOSED,0
HFL202500425,Customer_425,mum01,HOME_LOAN,2025-02-04,4501170.21,11.17,240,46982.44,37,OVERDUE,134
HFL202300426,Customer_426,PUN02,LAP,2023-07-24,1554797.87,12.43,180,19092.46,176,CLOSED,0
HFL202400427,Customer_427,HYD06,HOME_LOAN,2024-07-08,451840.0,12.57,60,10181.56,55,CLOSED,0
HFL202400428,Customer_428,MUM01,LAP,2024-07-28,2127767.31,11.05,180,24250.99,99,CLOSED,0
HFL202400429,Customer_429,PUN02,LAP,2024-12-02,1769473.71,11.26,60,38702.48,49,CLOSED,0
HFL202400430,Customer_430,PUN02,TOP_UP,2024-10-10,3611756.62,11.74,120,51276.81,22,CLOSED,0
HFL202300431,Customer_431,CHN05,TOP_UP,2023-06-27,3754873.58,9.1,60,78127.36,10,OPEN,0
HFL202300432,Customer_432,DEL03,TOP_UP,2023-01-06,1853645.11,12.05,120,26648.03,99,OPEN,0
HFL202400433,Customer_433,HYD06,HOME_LOAN,2024-11-08,1715427.65,12.45,180,21087.24,56,OPEN,0
HFL202500434,Customer_434,PUN02,LAP,2025-03-16,2674159.65,10.58,240,26842.13,169,OPEN,0
HFL202300435,Customer_435,hyd06,LAP,2023-10-28,1326692.84,12.26,240,14849.22,171,WRITTEN_OFF,0
HFL202400436,Customer_436,DEL03,HOME_LOAN,2024-10-19,3184395.16,11.61,60,70209.13,50,CLOSED,0
HFL202400437,Customer_437,CHN05,LAP,2024-07-07,3702685.36,8.62,180,36722.73,11,OPEN,0
HFL202300438,Customer_438,CHN05,HOME_LOAN,2023-07-17,1805469.96,8.91,60,37399.77,40,OPEN,0
HFL202400439,Customer_439,CHN05,TOP_UP,2024-10-06,3935836.65,12.82,240,45607.54,224,OVERDUE,53
HFL202400440,Customer_440,HYD06,HOME_LOAN,2024-10-24,4138745.44,8.86,120,52114.81,11,OPEN,0
HFL202500441,Customer_441,BLR04,LAP,2025-03-24,1483967.6,8.85,120,18678.02,51,OVERDUE,105
HFL202400442,Customer_442,CHN05,HOME_LOAN,2024-02-03,3464504.04,11.17,60,75620.77,54,CLOSED,0
HFL202400443,Customer_443,DEL03,LAP,2024-05-29,798837.05,12.43,180,9809.48,112,CLOSED,0
HFL202400444,Customer_444,BLR04,TOP_UP,2024-11-07,444850.01,9.28,120,5702.8,108,OPEN,0
HFL202400445,Customer_445,MUM01,HOME_LOAN,2024-10-11,977155.03,11.89,180,11658.44,142,WRITTEN_OFF,0
HFL202300446,Customer_446,HYD06,LAP,2023-01-06,2991777.4,10.47,60,64260.51,46,OPEN,0
HFL202400447,Customer_447,DEL03,TOP_UP,2024-10-23,4301856.6,9.21,120,54984.21,23,OPEN,0
HFL202500448,Customer_448,MUM01,LAP,2025-05-22,555625.04,12.26,240,6218.92,17,CLOSED,0
HFL202500449,Customer_449,HYD06,TOP_UP,2025-01-13,3028799.57,13.26,180,38841.27,72,OPEN,0
HFL202300450,Customer_450,PUN02,LAP,2023-07-18,1793593.9,10.75,180,20105.25,93,CLOSED,0
HFL202300451,Customer_451,HYD06,LAP,2023-06-22,322709.85,9.73,120,4216.53,107,CLOSED,0
HFL202500452,Customer_452,DEL03,HOME_LOAN,2025-01-20,1858345.87,10.9,240,19055.32,27,OPEN,0
HFL202300453,Customer_453,DEL03,HOME_LOAN,2023-03-25,4256427.08,12.79,120,63026.9,80,OVERDUE,51
HFL202300454,Customer_454,PUN02,LAP,2023-01-20,4293060.18,11.66,240,46256.67,141,CLOSED,0
HFL202400455,Customer_455,CHN05,HOME_LOAN,2024-07-06,2518888.57,12.38,180,30849.42,74,OPEN,0
HFL202400456,Customer_456,CHN05,TOP_UP,2024-06-06,725603.91,10.32,60,15531.44,48,CLOSED,0
HFL202300457,Customer_457,BLR04,HOME_LOAN,2023-06-13,1141982.36,13.24,120,17213.06,5,CLOSED,0
HFL202300458,Customer_458,CHN05,LAP,2023-08-26,595447.46,10.35,60,12754.29,23,CLOSED,0
HFL202400459,Customer_459,CHN05,TOP_UP,2024-04-10,4443294.31,8.7,180,44277.34,70,OPEN,0
HFL202400460,Customer_460,HYD06,TOP_UP,2024-07-11,2979752.71,10.38,240,29509.45,19,OPEN,0
HFL202300461,Customer_461,BLR04,TOP_UP,2023-08-17,2726947.38,10.26,180,29739.19,1,OPEN,0
HFL202400462,Customer_462,PUN02,TOP_UP,2024-03-26,1078347.37,8.89,180,10866.87,154,OPEN,0
HFL202400463,Customer_463,BLR04,HOME_LOAN,2024-11-07,1382627.76,12.56,60,31148.48,37,OPEN,0
HFL202400464,Customer_464,CHN05,HOME_LOAN,2024-02-25,405496.38,8.72,120,5075.41,73,OPEN,0
HFL202300465,Customer_465,CHN05,TOP_UP,2023-09-22,4635500.29,11.08,240,48099.73,224,CLOSED,0
HFL202500466,Customer_466,BLR04,HOME_LOAN,2025-04-21,1632236.74,8.93,240,14612.26,43,CLOSED,0
HFL202400467,Customer_467,CHN05,TOP_UP,2024-09-07,970747.04,11.41,120,13598.33,92,CLOSED,0
HFL202400468,Customer_468,mum01,TOP_UP,2024-04-09,3103706.8,8.84,240,27606.28,133,OPEN,0
HFL202500469,Customer_469,MUM01,TOP_UP,2025-04-26,1002937.61,8.98,240,9010.79,136,OVERDUE,154
HFL202300470,Customer_470,HYD06,LAP,2023-04-06,2566532.4,9.15,60,53464.03,26,OVERDUE,174
HFL202400471,Customer_471,BLR04,TOP_UP,2024-12-15,2790137.64,9.65,240,26281.65,205,CLOSED,0
HFL202500472,Customer_472,PUN02,LAP,2025-05-07,3574525.73,8.99,120,45261.24,10,OPEN,0
HFL202400473,Customer_473,MUM01,TOP_UP,2024-07-10,2220639.51,9.45,60,46583.32,24,CLOSED,0
HFL202500474,Customer_474,CHN05,TOP_UP,2025-04-03,1784738.06,10.31,120,23892.88,109,OPEN,0
HFL202400475,Customer_475,BLR04,LAP,2024-01-10,3175839.18,13.46,240,38252.91,142,CLOSED,0
